,uid,variant_number,gender,user_type,active_mins
245,264,0,male,non_reader,3.0
246,265,0,unknown,non_reader,2.4444444444444446
247,266,0,male,new_user,3.3333333333333335
248,267,0,female,non_reader,9.0
249,268,0,male,non_reader,7.417910447761194
250,269,0,unknown,non_reader,3.388888888888889
251,270,0,male,non_reader,3.375
252,271,0,male,non_reader,3.4814814814814814
253,272,0,female,new_user,1.5
254,273,0,male,reader,6.645161290322581
255,274,0,male,non_reader,4.486486486486487
256,275,0,unknown,non_reader,2.0
257,276,0,unknown,non_reader,5.0
258,277,0,female,non_reader,5.157894736842105
259,278,0,female,non_reader,4.277777777777778
260,279,0,male,non_reader,3.066666666666667
261,280,0,male,reader,5.344827586206897
262,281,0,male,reader,5.5
263,282,0,male,non_reader,5.607142857142857
264,283,0,male,non_reader,4.6
265,286,0,female,non_reader,2.5
266,287,0,male,non_reader,2.0
267,288,0,male,non_reader,2.2
268,289,0,female,non_reader,7.333333333333333
269,290,0,male,non_reader,3.4838709677419355
270,292,0,female,non_reader,2.2222222222222223
271,293,0,unknown,reader,1.0
272,294,0,male,non_reader,2.4
273,295,0,unknown,new_user,4.75
274,296,0,female,contributor,8.166666666666666
275,297,0,unknown,non_reader,5.833333333333333
276,298,0,male,non_reader,2.5
277,299,0,male,non_reader,3.227272727272727
278,300,0,unknown,non_reader,3.8974358974358974
279,301,0,unknown,non_reader,2.642857142857143
280,302,0,male,non_reader,2.25
281,303,0,unknown,non_reader,4.379310344827586
282,304,0,female,reader,7.804878048780488
283,305,0,female,non_reader,2.125
284,306,0,unknown,non_reader,2.9565217391304346
285,307,0,unknown,reader,3.3333333333333335
286,308,0,female,non_reader,2.8125
287,309,0,female,non_reader,2.0555555555555554
288,310,0,male,non_reader,4.541666666666667
289,311,0,unknown,reader,6.945945945945946
290,312,0,female,non_reader,8.380952380952381
291,313,0,female,non_reader,2.5
292,314,0,unknown,new_user,3.25
293,315,0,female,reader,8.08108108108108
294,316,0,male,non_reader,5.833333333333333
295,317,0,male,reader,7.725
296,318,0,female,reader,9.722222222222221
297,319,0,male,non_reader,4.9655172413793105
298,323,0,female,non_reader,4.4
299,324,0,unknown,non_reader,1.4285714285714286
300,325,0,female,non_reader,2.0
301,326,0,male,non_reader,5.277777777777778
302,327,0,male,non_reader,2.25
303,328,0,unknown,non_reader,2.3333333333333335
304,329,0,male,reader,2.3666666666666667
305,330,0,female,non_reader,4.0
306,331,0,female,non_reader,3.4
307,332,0,female,new_user,2.25
308,333,0,male,non_reader,1.9230769230769231
309,334,0,unknown,non_reader,4.166666666666667
310,335,0,male,non_reader,2.12
311,336,0,male,non_reader,2.5
312,337,0,unknown,non_reader,2.7142857142857144
313,338,0,male,non_reader,13.4
314,339,0,male,reader,4.055555555555555
315,340,0,male,non_reader,2.9375
316,341,0,female,new_user,2.0
317,342,0,male,non_reader,1.8181818181818181
318,343,0,female,reader,5.842105263157895
319,344,0,male,non_reader,1.894736842105263
320,345,0,male,non_reader,4.0
321,346,0,male,non_reader,3.16
322,347,0,male,non_reader,3.5
323,348,0,male,non_reader,3.6470588235294117
324,349,0,unknown,new_user,4.0
325,350,0,male,non_reader,2.4285714285714284
326,351,0,male,non_reader,2.25
327,352,0,male,new_user,4.5
328,353,0,male,non_reader,5.333333333333333
329,354,0,male,non_reader,3.142857142857143
330,355,0,unknown,non_reader,1.5
331,356,0,male,non_reader,8.88888888888889
332,357,0,female,non_reader,3.4285714285714284
333,358,0,male,reader,5.538461538461538
334,359,0,male,non_reader,8.2
335,360,0,male,non_reader,1.9
336,361,0,male,contributor,8.94
337,362,0,male,non_reader,5.333333333333333
338,363,0,female,non_reader,4.333333333333333
339,364,0,male,non_reader,2.0
340,365,0,male,reader,8.157894736842104
341,366,0,female,reader,8.696969696969697
342,367,0,male,non_reader,5.52
343,368,0,male,non_reader,2.8333333333333335
344,369,0,male,reader,7.8
345,370,0,male,non_reader,3.2758620689655173
346,371,0,female,non_reader,3.923076923076923
347,373,0,female,non_reader,3.7777777777777777
348,374,0,male,new_user,3.0
349,375,0,male,non_reader,4.642857142857143
350,376,0,female,new_user,3.75
351,377,0,unknown,non_reader,5.71830985915493
352,378,0,female,contributor,9.352941176470589
353,379,0,female,non_reader,4.130434782608695
354,380,0,male,non_reader,2.2857142857142856
355,382,0,male,non_reader,3.0
356,383,0,female,reader,4.0
357,384,0,male,non_reader,3.0
358,385,0,male,non_reader,3.142857142857143
359,386,0,male,non_reader,2.7058823529411766
360,387,0,unknown,reader,12.875
361,388,0,unknown,reader,9.487179487179487
362,389,0,male,non_reader,7.980392156862745
363,390,0,female,non_reader,3.3333333333333335
364,391,0,male,non_reader,2.3
365,392,0,female,non_reader,5.928571428571429
366,393,0,unknown,non_reader,4.466666666666667
367,394,0,male,contributor,7.196969696969697
368,395,0,female,non_reader,2.8
369,396,0,male,reader,3.0
370,397,0,male,non_reader,5.4035087719298245
371,398,0,male,non_reader,3.8
372,399,0,male,non_reader,10.0
373,400,0,male,non_reader,5.212121212121212
374,401,0,female,non_reader,5.629032258064516
375,402,0,male,reader,4.925925925925926
376,404,0,male,non_reader,2.727272727272727
377,405,0,male,non_reader,5.257142857142857
378,406,0,female,non_reader,4.571428571428571
379,407,0,unknown,non_reader,2.782608695652174
380,408,0,male,contributor,12.642857142857142
381,409,0,female,non_reader,2.0
382,410,0,male,reader,11.785714285714286
383,411,0,male,non_reader,6.054054054054054
384,412,0,male,non_reader,2.6666666666666665
385,413,0,male,non_reader,4.25
386,414,0,male,non_reader,3.9545454545454546
387,415,0,male,non_reader,9.0
388,416,0,male,non_reader,4.076923076923077
389,417,0,female,reader,6.578947368421052
390,418,0,unknown,non_reader,4.833333333333333
391,419,0,male,non_reader,1.0
392,420,0,male,contributor,12.885714285714286
393,421,0,male,non_reader,3.7435897435897436
394,422,0,male,reader,5.190476190476191
395,423,0,male,reader,5.162790697674419
396,424,0,male,contributor,6.125
397,425,0,unknown,reader,9.846153846153847
398,426,0,female,non_reader,1.0
399,427,0,male,non_reader,4.2727272727272725
400,429,0,female,reader,8.391304347826088
401,430,0,unknown,non_reader,2.2
402,431,0,male,non_reader,2.0
403,432,0,female,new_user,2.0
404,433,0,unknown,non_reader,3.8333333333333335
405,434,0,unknown,non_reader,4.571428571428571
406,435,0,male,non_reader,1.9090909090909092
407,436,0,female,non_reader,3.24
408,437,0,male,non_reader,2.1666666666666665
409,438,0,male,non_reader,3.725
410,439,0,male,non_reader,5.3
411,441,0,male,non_reader,1.5
412,442,0,male,non_reader,2.2857142857142856
413,443,0,male,non_reader,3.8636363636363638
414,444,0,female,non_reader,1.0
415,445,0,female,contributor,8.214285714285714
416,446,0,female,non_reader,2.5
417,447,0,male,non_reader,3.2666666666666666
418,448,0,male,reader,8.583333333333334
419,449,0,male,non_reader,1.3333333333333333
420,450,0,female,non_reader,4.285714285714286
421,451,0,female,non_reader,2.0952380952380953
422,452,0,male,non_reader,5.25
423,453,0,unknown,non_reader,2.875
424,454,0,male,non_reader,3.92
425,455,0,male,non_reader,2.1666666666666665
426,456,0,unknown,non_reader,2.25
427,457,0,unknown,reader,9.428571428571429
428,458,0,male,non_reader,2.84
429,459,0,unknown,non_reader,1.8
430,460,0,unknown,non_reader,3.5
431,461,0,male,non_reader,3.2857142857142856
432,462,0,male,non_reader,2.6
433,463,0,male,new_user,2.5
434,464,0,unknown,non_reader,4.479166666666667
435,465,0,unknown,non_reader,4.333333333333333
436,466,0,female,non_reader,1.6666666666666667
437,467,0,male,reader,8.25
438,469,0,male,reader,7.214285714285714
439,470,0,female,non_reader,3.923076923076923
440,471,0,male,non_reader,1.3333333333333333
441,472,0,male,non_reader,5.142857142857143
442,473,0,unknown,non_reader,3.566666666666667
443,474,0,male,non_reader,3.0
444,475,0,female,non_reader,1.8461538461538463
445,476,0,female,non_reader,1.5
446,477,0,female,non_reader,3.25
447,478,0,female,reader,3.3529411764705883
448,479,0,male,non_reader,7.214285714285714
449,480,0,male,non_reader,5.9411764705882355
450,481,0,male,non_reader,6.25
451,482,0,unknown,reader,5.0
452,483,0,male,non_reader,2.5
453,484,0,male,new_user,4.0
454,485,0,male,non_reader,4.6
455,486,0,unknown,non_reader,3.5
456,487,0,female,non_reader,1.8333333333333333
457,488,0,unknown,non_reader,2.375
458,489,0,female,non_reader,2.0
459,490,0,male,non_reader,1.8571428571428572
460,491,0,unknown,non_reader,4.111111111111111
461,492,0,male,non_reader,3.473684210526316
462,493,0,male,non_reader,5.027777777777778
463,494,0,male,contributor,11.0
464,495,0,female,non_reader,5.666666666666667
465,496,0,male,non_reader,3.4864864864864864
466,497,0,unknown,reader,3.0952380952380953
467,498,0,male,non_reader,2.142857142857143
468,499,0,male,non_reader,3.8461538461538463
469,500,0,female,non_reader,3.142857142857143
470,501,0,female,non_reader,1.25
471,502,0,unknown,non_reader,3.6666666666666665
472,503,0,male,contributor,11.136363636363637
473,504,0,male,non_reader,2.0
474,506,0,female,non_reader,2.3846153846153846
475,507,0,male,non_reader,3.1702127659574466
476,508,0,male,non_reader,3.5238095238095237
477,509,0,male,non_reader,1.0
478,510,0,male,non_reader,1.8571428571428572
479,511,0,male,non_reader,2.4705882352941178
480,512,0,unknown,non_reader,4.55
481,513,0,male,non_reader,4.674418604651163
482,514,0,male,reader,8.379310344827585
483,515,0,male,contributor,5.884615384615385
484,516,0,male,non_reader,2.9523809523809526
485,517,0,female,non_reader,4.0
486,518,0,male,non_reader,4.0
487,519,0,unknown,non_reader,1.0
488,520,0,female,reader,3.5128205128205128
489,521,0,female,non_reader,4.0
490,522,0,unknown,non_reader,2.923076923076923
491,523,0,male,non_reader,3.066666666666667
492,525,0,unknown,non_reader,2.5
493,526,0,male,non_reader,1.5
494,527,0,male,non_reader,2.3333333333333335
495,528,0,female,non_reader,5.0
496,529,0,male,non_reader,2.9285714285714284
497,530,0,female,non_reader,2.5
498,531,0,male,non_reader,4.325
499,532,0,female,non_reader,3.25
500,533,0,male,non_reader,1.7857142857142858
501,534,0,male,non_reader,2.95
502,535,0,male,non_reader,4.074074074074074
503,536,0,male,non_reader,4.181818181818182
504,537,0,male,non_reader,3.823529411764706
505,538,0,male,reader,4.9787234042553195
506,539,0,female,non_reader,2.0
507,540,0,female,non_reader,1.5
508,541,0,female,non_reader,7.770833333333333
509,542,0,male,non_reader,8.0
510,543,0,male,reader,9.384615384615385
511,544,0,male,reader,12.846153846153847
512,545,0,unknown,non_reader,3.5172413793103448
513,546,0,female,non_reader,3.7777777777777777
514,547,0,male,non_reader,3.411764705882353
515,549,0,male,non_reader,5.6521739130434785
516,550,0,female,reader,6.907692307692308
517,551,0,unknown,non_reader,2.2142857142857144
518,552,0,female,non_reader,3.0
519,553,0,male,reader,5.423076923076923
520,554,0,male,non_reader,3.0
521,555,0,unknown,contributor,3.0833333333333335
522,556,0,male,reader,9.733333333333333
523,558,0,female,non_reader,3.6666666666666665
524,559,0,male,non_reader,2.1
525,560,0,male,non_reader,2.55
526,561,0,female,contributor,6.1
527,562,0,male,new_user,1.0
528,563,0,unknown,non_reader,3.5555555555555554
529,564,0,female,non_reader,6.6
530,566,0,female,reader,4.235294117647059
531,567,0,female,non_reader,1.2
532,568,0,male,non_reader,4.08
533,569,0,male,non_reader,3.269230769230769
534,570,0,female,non_reader,3.761904761904762
535,571,0,male,non_reader,3.5945945945945947
536,572,0,female,non_reader,4.333333333333333
537,573,0,female,reader,6.166666666666667
538,574,0,unknown,new_user,5.0
539,575,0,male,non_reader,6.51063829787234
540,576,0,female,new_user,1.0
541,577,0,unknown,new_user,3.0
542,578,0,female,reader,4.03030303030303
543,579,0,female,reader,3.1739130434782608
544,580,0,unknown,non_reader,1.9
545,581,0,unknown,non_reader,2.6666666666666665
546,582,0,male,non_reader,1.3333333333333333
547,583,0,male,non_reader,4.0
548,584,0,female,non_reader,6.0
549,585,0,male,reader,6.283018867924528
550,586,0,male,non_reader,5.371428571428571
551,587,0,male,non_reader,2.8
552,589,0,male,non_reader,3.888888888888889
553,590,0,unknown,non_reader,2.357142857142857
554,591,0,male,non_reader,8.363636363636363
555,592,0,female,reader,6.145833333333333
556,593,0,unknown,non_reader,4.666666666666667
557,594,0,female,reader,2.4814814814814814
558,595,0,female,non_reader,4.333333333333333
559,596,0,male,non_reader,4.869565217391305
560,597,0,male,non_reader,2.375
561,598,0,male,non_reader,3.6
562,599,0,male,non_reader,2.259259259259259
563,600,0,male,non_reader,2.0
564,601,0,female,non_reader,5.333333333333333
565,602,0,unknown,non_reader,1.5
566,603,0,male,non_reader,2.814814814814815
567,605,0,female,non_reader,3.9056603773584904
568,606,0,male,non_reader,3.558139534883721
569,607,0,male,non_reader,3.380952380952381
570,608,0,male,non_reader,7.862068965517241
571,609,0,male,non_reader,3.0
572,610,0,male,non_reader,4.194444444444445
573,611,0,female,non_reader,4.05
574,612,0,female,non_reader,2.276595744680851
575,613,0,female,non_reader,2.8
576,614,0,unknown,non_reader,2.8636363636363638
577,616,0,male,non_reader,2.5
578,617,0,male,non_reader,6.285714285714286
579,618,0,female,non_reader,5.928571428571429
580,619,0,female,non_reader,1.3333333333333333
581,620,0,male,reader,4.864864864864865
582,621,0,male,non_reader,5.621621621621622
583,622,0,female,reader,8.647058823529411
584,623,0,male,reader,3.7333333333333334
585,624,0,male,non_reader,2.2222222222222223
586,625,0,male,non_reader,2.0
587,626,0,unknown,non_reader,1.5714285714285714
588,628,0,male,non_reader,2.909090909090909
589,629,0,female,non_reader,3.0
590,630,0,male,non_reader,1.25
591,631,0,male,reader,3.6875
592,632,0,male,non_reader,3.909090909090909
593,633,0,male,reader,3.8857142857142857
594,635,0,male,non_reader,2.5
595,636,0,male,non_reader,2.6666666666666665
596,637,0,male,non_reader,3.875
597,638,0,female,non_reader,4.8604651162790695
598,639,0,male,reader,4.269230769230769
599,640,0,male,new_user,4.666666666666667
600,641,0,male,non_reader,6.828571428571428
601,642,0,male,non_reader,3.0
602,643,0,male,non_reader,2.6666666666666665
603,644,0,male,non_reader,2.625
604,646,0,male,new_user,1.75
605,647,0,unknown,non_reader,3.5
606,648,0,male,non_reader,2.1666666666666665
607,649,0,unknown,non_reader,4.538461538461538
608,650,0,female,non_reader,2.0
609,651,0,male,non_reader,2.0
610,652,0,male,non_reader,2.5555555555555554
611,655,0,male,new_user,2.0
612,656,0,male,new_user,1.5
613,657,0,male,non_reader,2.727272727272727
614,658,0,male,non_reader,2.5
615,659,0,female,non_reader,3.769230769230769
616,660,0,male,reader,9.525
617,662,0,male,non_reader,4.791666666666667
618,663,0,male,non_reader,3.6842105263157894
619,664,0,male,non_reader,2.4
620,665,0,unknown,reader,5.568965517241379
621,666,0,male,non_reader,2.8
622,667,0,male,non_reader,3.5
623,668,0,male,reader,10.290322580645162
624,669,0,unknown,non_reader,2.4615384615384617
625,670,0,male,non_reader,2.5
626,671,0,male,non_reader,1.5
627,672,0,male,non_reader,2.652173913043478
628,673,0,male,non_reader,4.162790697674419
629,674,0,male,reader,7.7
630,675,0,female,non_reader,4.222222222222222
631,676,0,male,non_reader,6.814814814814815
632,677,0,male,non_reader,3.282051282051282
633,678,0,male,non_reader,4.357142857142857
634,679,0,male,non_reader,4.866666666666666
635,680,0,unknown,non_reader,5.0
636,681,0,unknown,non_reader,2.4545454545454546
637,682,0,male,non_reader,4.5
638,683,0,male,reader,12.125
639,684,0,male,non_reader,2.75
640,685,0,male,non_reader,2.769230769230769
641,686,0,male,non_reader,3.5217391304347827
642,687,0,male,non_reader,4.44
643,688,0,female,non_reader,2.6666666666666665
644,689,0,female,non_reader,6.142857142857143
645,690,0,male,non_reader,3.8846153846153846
646,691,0,male,non_reader,3.121212121212121
647,692,0,female,non_reader,6.857142857142857
648,693,0,female,reader,3.04
649,694,0,male,non_reader,2.5
650,695,0,male,non_reader,2.0
651,697,0,unknown,non_reader,4.321428571428571
652,698,0,male,reader,8.153846153846153
653,699,0,male,non_reader,3.63265306122449
654,700,0,male,non_reader,1.75
655,701,0,female,non_reader,11.5
656,702,0,male,non_reader,4.333333333333333
657,703,0,male,non_reader,13.0
658,704,0,male,non_reader,4.5
659,705,0,female,non_reader,4.1875
660,706,0,female,new_user,4.0
661,707,0,unknown,reader,7.909090909090909
662,708,0,unknown,non_reader,3.15
663,709,0,female,reader,7.866666666666666
664,710,0,male,non_reader,3.6296296296296298
665,711,0,male,non_reader,2.5
666,712,0,male,non_reader,2.0
667,713,0,female,reader,8.01923076923077
668,714,0,male,non_reader,6.0
669,715,0,male,non_reader,1.8
670,716,0,female,non_reader,2.272727272727273
671,717,0,female,non_reader,1.0
672,718,0,male,non_reader,2.1
673,719,0,male,non_reader,2.3333333333333335
674,721,0,male,non_reader,7.151515151515151
675,722,0,male,non_reader,4.321428571428571
676,723,0,female,non_reader,2.090909090909091
677,724,0,male,non_reader,4.571428571428571
678,725,0,male,non_reader,3.0
679,726,0,female,reader,5.0
680,727,0,female,new_user,14.0
681,728,0,female,non_reader,1.5
682,729,0,male,non_reader,3.7857142857142856
683,730,0,male,non_reader,3.2
684,731,0,female,non_reader,2.357142857142857
685,732,0,male,reader,7.071428571428571
686,733,0,male,non_reader,8.225352112676056
687,734,0,male,non_reader,2.25
688,735,0,male,non_reader,3.1702127659574466
689,736,0,female,non_reader,4.6521739130434785
690,737,0,male,non_reader,2.5714285714285716
691,738,0,male,reader,7.027027027027027
692,739,0,unknown,non_reader,7.492957746478873
693,740,0,male,non_reader,5.565217391304348
694,741,0,male,non_reader,2.787878787878788
695,742,0,male,non_reader,3.375
696,743,0,male,reader,10.025
697,745,0,male,non_reader,2.8461538461538463
698,746,0,male,non_reader,1.0
699,747,0,male,reader,6.163265306122449
700,748,0,male,non_reader,2.210526315789474
701,750,0,female,new_user,3.2
702,751,0,female,non_reader,3.0
703,752,0,male,non_reader,2.0
704,753,0,unknown,non_reader,2.8
705,754,0,male,reader,4.0
706,755,0,male,non_reader,8.4
707,757,0,female,non_reader,5.133333333333334
708,758,0,female,non_reader,4.35
709,759,0,male,reader,5.571428571428571
710,760,0,female,non_reader,3.4193548387096775
711,761,0,male,non_reader,6.333333333333333
712,762,0,male,non_reader,3.3333333333333335
713,763,0,male,contributor,3.0
714,764,0,male,non_reader,1.0
715,765,0,male,reader,8.017241379310345
716,766,0,female,reader,9.05
717,767,0,male,non_reader,6.473684210526316
